company_id,industry,years_in_business,num_employees,annual_revenue,current_ratio,debt_to_equity,interest_coverage,profit_margin,asset_turnover,operating_cash_flow,working_capital,primary_bank_relationship_years,num_banking_products,credit_line_amount,credit_utilization,outstanding_loans,days_past_due,payment_delays_12m,geographic_risk,market_competition,management_quality,sme_credit_score,default_probability,is_default,observation_date,gdp_growth,unemployment_rate,interest_rate,credit_spread,vix,macro_risk_factor
SME_03689,Transportation,1.0,5,408234.16,0.91,0.37,7.43,0.1088,1.1,52538.11,67819.76,1.0,1,77374.69,0.1396,10799.63,120,2,Low,Medium,6.8,662,0.03663443753585064,0,2024-08-31,0.024619848790466338,0.05987807486761972,0.030277269143197515,0.018696547940990547,27.865517589241698,0.9967093521794543
SME_03690,Finance,13.1,9,1789607.0,2.87,0.76,8.91,0.0951,2.04,185213.93,145193.74,6.1,2,699648.13,0.209,146228.5,120,1,High,Medium,4.2,746,0.0028729529120045238,0,2023-12-31,0.022708583158864096,0.04619820984379244,0.028232429027276892,0.015741330410729816,19.893059443228346,0.7440273448187127
SME_03691,Transportation,10.2,7,420656.62,1.84,0.42,4.81,0.1106,3.63,55167.52,63188.66,7.9,3,145810.36,0.1443,21040.97,0,0,Low,Low,6.0,719,0.005215151060845698,0,2024-09-30,0.015916548408173605,0.03860390132354587,0.03519987129482797,0.02158169654461952,22.157301463024925,0.9378168222434928
SME_03692,Healthcare,1.7,1,122926.49,3.49,1.55,6.88,0.1849,1.92,24048.11,28247.32,1.0,3,42862.08,0.1834,7859.63,30,1,Medium,Medium,8.2,677,0.007324820544339095,0,2023-03-31,0.03381930882865776,0.05095238573501423,0.037311716094907535,0.017794471254576984,22.539948405450666,0.817930208741833
SME_03693,Construction,23.1,21,2118606.36,1.31,2.65,3.89,0.1538,0.84,295295.86,136365.23,16.6,3,270027.55,0.0183,4953.9,0,0,Low,High,6.5,648,0.011094389252241422,0,2024-12-31,0.03137899549030157,0.061619466678369796,0.031163845282238388,0.01743900680124196,25.529119466695747,0.8928711362213282
SME_03694,Finance,4.6,3,692965.58,3.31,0.82,1.05,0.0657,0.74,37572.76,79783.68,3.2,4,229469.35,0.3731,85624.03,0,0,Low,Medium,6.0,660,0.016636646941990733,0,2023-08-31,0.008052395583524479,0.041925163786785305,0.03272494798869057,0.016007742508020287,22.282265607666464,0.8530543036014939
SME_03695,Healthcare,11.7,1,126375.74,1.02,0.32,5.48,0.0611,0.71,9889.51,16834.18,5.8,7,41777.17,0.4785,19991.06,0,3,Low,High,10.0,655,0.019240078287907733,0,2024-12-31,0.03137899549030157,0.061619466678369796,0.031163845282238388,0.01743900680124196,25.529119466695747,0.8928711362213282
SME_03696,Real Estate,4.3,4,321049.82,0.92,0.71,1.5,0.0991,0.76,34507.51,16557.54,3.0,5,111095.66,0.5053,56140.94,0,1,Medium,Medium,9.1,622,0.05699157758503795,0,2024-11-30,0.03358124784374646,0.0495073889541218,0.03691107179328709,0.02042833664313584,23.252654847146324,0.8891393605101355
SME_03697,Construction,12.9,25,2060308.47,3.06,0.59,5.98,0.1113,0.91,269533.04,398533.79,8.8,3,618784.42,0.34,210387.15,90,1,Low,Low,7.4,727,0.00413761822021438,0,2023-09-30,0.014007855245148668,0.051049755157718146,0.03290699334585797,0.01621598019368359,29.349076495171758,1.0160229505175198
SME_03698,Technology,27.2,16,4260545.73,1.66,0.33,6.07,0.1112,2.41,418070.48,836173.1,18.6,5,806030.65,0.3911,315234.84,30,0,High,High,8.1,750,0.0018890777661057466,0,2024-04-30,0.03469556917918611,0.05654511409480706,0.04265661301752087,0.015071299865287758,23.89563209058569,0.7947300920328391
SME_03699,Manufacturing,9.7,72,6363319.23,2.61,2.02,6.02,0.1297,0.93,843269.22,1470597.39,6.2,4,2371925.24,0.5273,1250755.16,90,0,Medium,Low,8.0,683,0.009454471957603999,0,2024-01-31,0.02895401216336245,0.04909605772087824,0.03168004780130085,0.016194242434756336,21.787052278772908,0.7816991191743621
SME_03700,Finance,1.0,1,130504.07,1.25,0.14,5.35,0.1059,3.41,16502.25,12093.99,1.0,4,62089.33,0.5516,34249.27,0,1,Low,Medium,6.9,670,0.02415357124062521,0,2023-01-31,0.029522476424876185,0.048656053745884296,0.031114530822760132,0.01823395348490199,18.7152646552971,0.7439932568058387
SME_03701,Retail Trade,30.3,32,1711517.9,1.13,1.57,1.61,0.0909,1.65,197665.53,286182.09,9.6,2,450891.76,0.2558,115347.47,60,0,Low,Low,9.8,655,0.01870632439768754,0,2023-08-31,0.008052395583524479,0.041925163786785305,0.03272494798869057,0.016007742508020287,22.282265607666464,0.8530543036014939
SME_03702,Professional Services,1.0,1,119996.23,0.97,1.32,7.11,0.0835,1.41,9787.02,28918.1,1.0,3,45144.77,0.2415,10900.9,30,0,Low,Medium,5.9,653,0.04065374028941952,0,2024-03-31,0.004971122783148704,0.048972192996683074,0.03683184875235978,0.013415258116731322,23.573618147452756,0.8427322476714992
SME_03703,Real Estate,2.6,1,100000.0,0.87,0.38,7.78,0.0833,0.95,9380.46,24084.22,2.1,3,36183.23,0.4956,17931.07,0,0,Low,Low,6.7,687,0.04435471267259095,0,2023-02-28,0.0339973416877403,0.0529424259359959,0.03363760860686109,0.020316013683670107,24.313820360323206,0.9121737576182614
SME_03704,Transportation,4.7,6,442670.17,0.5,0.1,5.03,0.1425,2.85,76700.04,33967.23,3.4,2,132983.07,0.4488,59683.65,30,2,Low,Medium,5.2,643,0.03137632477743481,0,2023-03-31,0.03381930882865776,0.05095238573501423,0.037311716094907535,0.017794471254576984,22.539948405450666,0.817930208741833
SME_03705,Professional Services,3.6,1,101216.29,2.88,0.58,10.3,0.0785,1.46,9372.11,22908.43,1.2,1,36786.8,0.3406,12527.82,0,1,High,Medium,6.8,731,0.007926084681816544,0,2023-11-30,0.04472161011056566,0.0553360888922595,0.028026805183269686,0.022505520881805113,17.018481254621115,0.7414076186699331
SME_03706,Healthcare,8.5,6,744522.12,3.54,1.2,7.81,0.0795,1.59,56442.09,162335.13,5.7,3,346181.89,0.3642,126069.46,0,1,Medium,Medium,7.1,712,0.007167845574640755,0,2024-02-29,0.0289749079021629,0.06025358871416649,0.03420755415740715,0.0171673256091268,24.883245300585088,0.8785029209906745
SME_03707,Finance,3.0,3,270853.74,0.5,0.42,9.53,0.0569,1.19,13814.4,40139.05,1.5,2,95491.28,0.2906,27751.41,0,1,Low,High,10.0,656,0.061295724845431665,0,2023-10-31,0.021148998146335724,0.06353513418750364,0.03642495556914113,0.022536910140728283,22.381872723888694,0.9468380264727759
SME_03708,Retail Trade,3.8,4,315878.42,0.51,0.17,11.19,-0.0367,1.17,-10258.24,41250.08,2.0,1,146460.43,0.363,53162.5,0,0,Medium,High,7.5,582,0.23054697694033252,0,2023-10-31,0.021148998146335724,0.06353513418750364,0.03642495556914113,0.022536910140728283,22.381872723888694,0.9468380264727759
SME_03709,Manufacturing,3.7,3,416098.56,1.05,0.53,3.88,0.0879,0.76,38926.54,70000.37,1.7,4,154777.2,0.4772,73857.39,0,3,Low,Medium,8.4,631,0.04395969198256517,0,2023-02-28,0.0339973416877403,0.0529424259359959,0.03363760860686109,0.020316013683670107,24.313820360323206,0.9121737576182614
SME_03710,Healthcare,1.5,1,183851.27,1.69,1.06,4.57,0.0059,0.49,1061.06,14024.55,1.0,3,49952.93,0.2145,10715.67,30,1,Low,Medium,8.7,592,0.047828924705264855,0,2023-10-31,0.021148998146335724,0.06353513418750364,0.03642495556914113,0.022536910140728283,22.381872723888694,0.9468380264727759
SME_03711,Transportation,1.5,1,100000.0,3.6,0.37,5.95,0.086,0.34,10877.51,12641.37,1.0,4,49645.5,0.2362,11727.29,0,3,High,Medium,6.5,685,0.016696563361239095,0,2023-05-31,0.012513726520533543,0.07334920130649732,0.031140998862503978,0.01711559471502375,24.577554413233425,0.91920957506971
SME_03712,Manufacturing,16.3,27,4628467.71,1.06,3.0,3.78,0.0976,0.81,580784.58,996066.95,14.7,2,2113765.54,0.1126,238011.57,0,0,Medium,Low,8.9,628,0.03162312285035939,0,2023-05-31,0.012513726520533543,0.07334920130649732,0.031140998862503978,0.01711559471502375,24.577554413233425,0.91920957506971
SME_03713,Retail Trade,19.7,12,974800.97,1.43,0.18,10.45,0.0398,1.89,38474.38,66511.53,7.6,4,133497.55,0.8798,117456.82,30,2,Medium,Medium,6.5,677,0.019526218746919545,0,2024-05-31,0.034657824834018636,0.05517633942511286,0.03957065105718657,0.014746394670999438,18.814867129049375,0.6613260971441672
SME_03714,Construction,2.9,14,1408289.41,2.09,1.07,7.37,0.0773,0.72,124883.62,280687.64,2.4,1,223935.57,0.072,16131.33,0,1,Low,Low,6.9,699,0.018171248429462827,0,2023-07-31,0.0199449965378128,0.060318652951567533,0.03648197571268648,0.024912627018436127,27.01983447040821,1.1139134125154895
SME_03715,Manufacturing,5.9,1,230234.3,1.27,1.31,4.1,0.0298,1.07,7363.83,31528.5,2.9,2,68815.88,0.1365,9390.49,0,3,Low,Low,6.2,578,0.07180686645000622,0,2024-10-31,-0.0024318512365618886,0.05629499586269324,0.03385166478859259,0.014819687670918288,27.872443953656187,1.000500405969456
SME_03716,Technology,1.4,2,565275.03,1.11,1.65,7.8,0.0933,1.0,60357.44,140061.3,1.0,3,106006.64,0.1541,16336.11,0,0,Low,High,5.9,655,0.03159107441290195,0,2022-12-31,-0.0018728922892086476,0.060912089898399926,0.03450420889080864,0.013588923375809081,25.863544535543017,0.923985757772383
SME_03717,Technology,10.7,108,19580186.45,0.54,2.15,1.55,-0.017,1.46,-326692.62,3694044.77,4.0,2,8161375.19,0.7577,6183709.59,0,2,Medium,High,7.4,453,0.2733396090449559,1,2023-06-30,0.02377519410809946,0.039892130560106355,0.03647305790619906,0.021222648848562054,23.21827868605176,0.9335843617982367
SME_03718,Professional Services,17.8,17,1668612.94,1.33,0.33,5.95,0.0049,1.0,10456.52,356147.49,13.5,3,783740.71,0.262,205324.8,90,1,High,Medium,7.7,650,0.01443220069148248,0,2023-03-31,0.03381930882865776,0.05095238573501423,0.037311716094907535,0.017794471254576984,22.539948405450666,0.817930208741833
SME_03719,Healthcare,3.8,3,266552.7,4.62,1.81,12.33,0.1952,3.38,61297.39,48470.87,3.0,1,55057.76,0.1899,10457.83,0,0,Low,Medium,6.5,705,0.005714400198061708,0,2024-12-31,0.03137899549030157,0.061619466678369796,0.031163845282238388,0.01743900680124196,25.529119466695747,0.8928711362213282
SME_03720,Finance,1.0,1,255949.04,2.12,3.0,6.62,-0.0248,1.41,-5625.63,58224.65,1.0,4,33861.88,0.5685,19250.81,0,0,Low,High,6.2,543,0.22768930427547285,0,2023-03-31,0.03381930882865776,0.05095238573501423,0.037311716094907535,0.017794471254576984,22.539948405450666,0.817930208741833
SME_03721,Other Services,14.4,184,14851594.13,1.19,0.61,4.56,0.1215,1.41,2159261.82,3169891.74,11.1,5,1626501.78,0.175,284600.61,30,0,Low,Medium,6.6,696,0.005877104337681543,0,2022-12-31,-0.0018728922892086476,0.060912089898399926,0.03450420889080864,0.013588923375809081,25.863544535543017,0.923985757772383
SME_03722,Education,5.2,8,337832.55,1.28,2.16,2.68,0.0345,1.4,13157.61,43800.31,3.6,3,114954.6,0.2324,26718.05,60,0,Medium,High,8.1,575,0.07201722655803713,0,2024-06-30,0.06704358967047258,0.04959728125276691,0.0344851812997627,0.015176471367325958,22.5463910957259,0.666058435728249
SME_03723,Real Estate,1.9,5,456327.88,0.78,0.76,7.91,0.129,0.77,58077.86,89160.28,1.0,2,209738.33,0.3924,82299.9,0,1,Low,High,8.2,661,0.03247218110758036,0,2023-03-31,0.03381930882865776,0.05095238573501423,0.037311716094907535,0.017794471254576984,22.539948405450666,0.817930208741833
SME_03724,Retail Trade,11.0,1,118960.27,1.51,0.24,1.56,0.0795,0.24,8082.35,16322.59,9.8,3,25534.78,0.2866,7319.07,0,0,Low,Medium,9.3,688,0.008927183997079972,0,2023-01-31,0.029522476424876185,0.048656053745884296,0.031114530822760132,0.01823395348490199,18.7152646552971,0.7439932568058387
SME_03725,Manufacturing,2.0,1,100000.0,1.3,0.42,3.77,0.0814,0.22,8858.09,9488.68,1.0,5,13832.23,0.6357,8793.53,0,1,Low,Medium,7.4,646,0.0397086689503727,0,2024-06-30,0.06704358967047258,0.04959728125276691,0.0344851812997627,0.015176471367325958,22.5463910957259,0.666058435728249
SME_03726,Real Estate,6.4,12,1099696.22,0.5,0.82,5.11,0.1632,2.06,176231.38,223650.1,5.4,4,527252.97,0.5526,291345.74,0,0,Low,High,6.6,642,0.03051238407814002,0,2024-04-30,0.03469556917918611,0.05654511409480706,0.04265661301752087,0.015071299865287758,23.89563209058569,0.7947300920328391
SME_03727,Technology,3.6,46,5477584.29,2.15,0.28,7.17,0.0998,1.02,466231.62,607147.33,2.6,1,1779826.88,0.1034,184107.06,30,1,Low,Medium,6.7,722,0.006246557679506915,0,2023-01-31,0.029522476424876185,0.048656053745884296,0.031114530822760132,0.01823395348490199,18.7152646552971,0.7439932568058387
SME_03728,Technology,38.6,9,2038368.35,0.61,1.62,3.82,0.0216,0.98,56859.33,177478.29,29.1,1,734095.46,0.5506,404184.43,0,0,Medium,Medium,6.8,592,0.06392699283714211,0,2024-12-31,0.03137899549030157,0.061619466678369796,0.031163845282238388,0.01743900680124196,25.529119466695747,0.8928711362213282
SME_03729,Real Estate,21.7,8,684728.37,1.16,1.53,8.56,-0.0606,1.2,-36842.42,114439.55,16.5,4,296625.05,0.1949,57802.06,0,0,Low,Medium,5.4,589,0.07385393742940123,0,2023-10-31,0.021148998146335724,0.06353513418750364,0.03642495556914113,0.022536910140728283,22.381872723888694,0.9468380264727759
SME_03730,Healthcare,2.6,1,100000.0,0.91,1.18,4.28,0.111,1.25,9029.77,19322.43,1.0,3,44381.96,0.2052,9105.9,30,0,Low,Medium,5.8,636,0.032697907671739836,0,2024-11-30,0.03358124784374646,0.0495073889541218,0.03691107179328709,0.02042833664313584,23.252654847146324,0.8891393605101355
SME_03731,Construction,1.3,1,100000.0,3.22,0.15,5.16,0.1549,4.0,15061.42,9454.67,1.1,1,42367.09,0.1438,6093.59,0,1,Low,Low,8.8,704,0.0072463799779970885,0,2024-01-31,0.02895401216336245,0.04909605772087824,0.03168004780130085,0.016194242434756336,21.787052278772908,0.7816991191743621
SME_03732,Professional Services,2.1,3,411605.33,0.7,0.51,10.0,0.1058,0.55,35074.15,67026.12,1.0,1,125440.21,0.5898,73982.44,0,0,Low,Medium,6.0,679,0.03471706541071671,0,2023-01-31,0.029522476424876185,0.048656053745884296,0.031114530822760132,0.01823395348490199,18.7152646552971,0.7439932568058387
SME_03733,Retail Trade,4.5,7,829058.9,2.43,0.11,6.05,0.2219,0.21,177790.12,119855.29,2.4,7,383933.88,0.4027,154607.86,0,0,Low,Medium,6.6,731,0.004538593285460624,0,2024-11-30,0.03358124784374646,0.0495073889541218,0.03691107179328709,0.02042833664313584,23.252654847146324,0.8891393605101355
SME_03734,Other Services,5.4,2,152029.96,3.2,0.65,1.05,0.1231,4.0,17494.44,13081.96,3.5,2,21066.63,0.2976,6268.61,0,2,Low,High,3.9,657,0.01023770778825143,0,2024-03-31,0.004971122783148704,0.048972192996683074,0.03683184875235978,0.013415258116731322,23.573618147452756,0.8427322476714992
SME_03735,Manufacturing,7.9,9,1082663.01,1.95,1.23,5.61,0.0977,0.34,111543.16,181833.94,6.1,5,396361.05,0.2188,86733.75,30,1,Medium,Medium,6.1,690,0.009641223286292931,0,2023-09-30,0.014007855245148668,0.051049755157718146,0.03290699334585797,0.01621598019368359,29.349076495171758,1.0160229505175198
SME_03736,Manufacturing,1.9,1,100000.0,2.88,0.56,19.0,0.0446,3.33,4085.48,16875.61,1.0,5,24676.39,0.3463,8545.82,0,0,Low,Medium,9.7,707,0.016866890198689713,0,2023-04-30,0.03156438627668371,0.05548860656046874,0.0324309570679129,0.02097087145321949,21.24904679221519,0.8559504400397184
SME_03737,Real Estate,15.6,148,11985624.46,2.5,1.61,6.73,0.009,1.02,102527.92,1980826.96,10.6,4,4241643.15,0.2046,867877.68,0,2,Low,High,7.6,633,0.022934547250274755,0,2024-03-31,0.004971122783148704,0.048972192996683074,0.03683184875235978,0.013415258116731322,23.573618147452756,0.8427322476714992
SME_03738,Retail Trade,3.7,5,350324.19,0.72,1.1,2.43,-0.0182,1.91,-7933.12,74719.55,1.9,4,41287.55,0.1191,4916.92,0,3,Medium,Medium,8.1,496,0.26986825230082095,0,2024-04-30,0.03469556917918611,0.05654511409480706,0.04265661301752087,0.015071299865287758,23.89563209058569,0.7947300920328391
SME_03739,Retail Trade,6.0,4,265865.98,2.55,0.28,7.26,0.0082,0.88,1899.13,60658.45,3.8,1,124291.58,0.4585,56985.26,0,2,Low,Low,5.0,652,0.03305860163129884,0,2024-07-31,0.022210383847610954,0.07195995607594714,0.035192313918469754,0.018493943141637013,26.924499295250627,0.9763601936711731
SME_03740,Retail Trade,3.9,1,100000.0,0.5,0.18,6.13,0.0607,3.53,5421.85,16916.97,2.3,5,29977.24,0.2817,8444.76,0,1,Low,High,7.4,644,0.08136444118892905,0,2023-02-28,0.0339973416877403,0.0529424259359959,0.03363760860686109,0.020316013683670107,24.313820360323206,0.9121737576182614
SME_03741,Retail Trade,6.1,9,338815.6,2.43,1.58,5.55,0.1499,4.0,42402.59,38346.9,3.1,1,110412.28,0.101,11153.8,0,1,Low,Medium,8.2,677,0.008287851069842539,0,2023-10-31,0.021148998146335724,0.06353513418750364,0.03642495556914113,0.022536910140728283,22.381872723888694,0.9468380264727759
SME_03742,Retail Trade,2.6,4,292289.81,0.5,1.27,5.8,0.1147,1.56,39133.11,65749.3,1.9,3,74455.8,0.3823,28461.65,0,1,Low,Medium,9.0,619,0.0752237414132974,0,2024-09-30,0.015916548408173605,0.03860390132354587,0.03519987129482797,0.02158169654461952,22.157301463024925,0.9378168222434928
SME_03743,Finance,8.7,10,1048395.43,1.6,0.71,11.07,0.1807,3.47,166051.96,95992.78,7.8,1,245400.81,0.2238,54925.65,120,1,Medium,Low,7.7,724,0.002691848469874726,0,2023-06-30,0.02377519410809946,0.039892130560106355,0.03647305790619906,0.021222648848562054,23.21827868605176,0.9335843617982367
SME_03744,Real Estate,1.0,2,198533.48,0.5,0.3,9.01,0.1494,0.26,36441.65,19348.6,1.0,4,82287.56,0.1452,11944.21,0,1,Low,Low,6.8,670,0.0275184121782705,0,2023-11-30,0.04472161011056566,0.0553360888922595,0.028026805183269686,0.022505520881805113,17.018481254621115,0.7414076186699331
SME_03745,Professional Services,1.3,1,100000.0,0.6,0.21,2.59,0.0506,0.62,5492.54,13239.3,1.0,2,19081.91,0.1717,3275.87,0,0,Medium,Medium,10.0,612,0.08386572864818591,0,2023-12-31,0.022708583158864096,0.04619820984379244,0.028232429027276892,0.015741330410729816,19.893059443228346,0.7440273448187127
SME_03746,Transportation,11.3,13,1677521.77,0.5,0.27,5.92,0.0411,2.12,68877.27,196252.54,6.3,4,749665.45,0.0811,60829.42,0,1,Medium,Medium,6.9,638,0.04767647007707591,0,2023-01-31,0.029522476424876185,0.048656053745884296,0.031114530822760132,0.01823395348490199,18.7152646552971,0.7439932568058387
SME_03747,Construction,8.5,2,105285.75,2.58,0.49,6.49,0.0733,1.84,9008.16,18766.22,7.6,5,31564.94,0.4913,15508.7,90,0,Low,High,7.3,731,0.010291097007576105,0,2023-03-31,0.03381930882865776,0.05095238573501423,0.037311716094907535,0.017794471254576984,22.539948405450666,0.817930208741833
SME_03748,Professional Services,1.0,1,155432.26,0.84,2.54,17.3,0.0179,0.48,3303.46,21468.68,1.0,2,71360.28,0.4133,29493.34,0,2,High,Medium,6.7,552,0.255844329248448,1,2024-01-31,0.02895401216336245,0.04909605772087824,0.03168004780130085,0.016194242434756336,21.787052278772908,0.7816991191743621
SME_03749,Technology,1.9,2,132115.59,1.34,3.0,6.38,0.0805,1.49,13717.31,24389.21,1.0,2,13515.12,0.6405,8656.92,0,0,Low,Medium,7.1,610,0.07776143731975749,0,2024-10-31,-0.0024318512365618886,0.05629499586269324,0.03385166478859259,0.014819687670918288,27.872443953656187,1.000500405969456
SME_03750,Professional Services,12.1,1,140846.95,3.51,0.56,4.05,-0.0206,0.74,-2633.56,30561.38,9.2,3,57162.7,0.1656,9468.07,30,1,Low,Medium,5.4,615,0.01873165209128479,0,2024-10-31,-0.0024318512365618886,0.05629499586269324,0.03385166478859259,0.014819687670918288,27.872443953656187,1.000500405969456
SME_03751,Healthcare,6.8,114,11494432.91,2.3,0.31,5.39,0.1065,0.8,1156800.57,1607049.94,5.4,6,4246235.26,0.5699,2420029.6,0,1,Medium,Low,7.3,708,0.0075552954200831125,0,2024-12-31,0.03137899549030157,0.061619466678369796,0.031163845282238388,0.01743900680124196,25.529119466695747,0.8928711362213282
SME_03752,Real Estate,5.0,15,1478628.76,0.5,0.14,2.46,-0.1543,2.81,-288892.6,75639.64,3.8,3,713005.49,0.5818,414824.24,0,0,Low,Medium,8.6,509,0.2722284840127534,0,2024-11-30,0.03358124784374646,0.0495073889541218,0.03691107179328709,0.02042833664313584,23.252654847146324,0.8891393605101355
SME_03753,Technology,11.6,18,1360973.67,1.42,1.83,5.69,0.0159,0.81,17807.21,329136.52,8.6,2,595361.63,0.362,215524.02,30,0,High,High,5.0,612,0.02441580214110052,0,2023-12-31,0.022708583158864096,0.04619820984379244,0.028232429027276892,0.015741330410729816,19.893059443228346,0.7440273448187127
SME_03754,Professional Services,1.0,1,198205.91,3.69,1.2,2.64,0.0502,2.56,12930.9,25009.03,1.0,3,23070.81,0.5848,13492.29,0,0,Low,High,6.6,629,0.03829279737829395,0,2023-09-30,0.014007855245148668,0.051049755157718146,0.03290699334585797,0.01621598019368359,29.349076495171758,1.0160229505175198
SME_03755,Technology,4.1,15,3179545.85,1.59,0.19,4.64,0.1116,0.88,398466.39,753603.32,1.4,5,870738.71,0.3726,324456.41,0,1,Low,High,5.8,690,0.007135831694831655,0,2024-09-30,0.015916548408173605,0.03860390132354587,0.03519987129482797,0.02158169654461952,22.157301463024925,0.9378168222434928
SME_03756,Real Estate,6.4,17,1491940.18,1.09,0.66,2.44,0.0428,0.65,78117.24,315286.77,5.7,3,270423.26,0.0223,6033.48,120,1,Medium,Medium,8.8,612,0.06210281639549826,0,2024-08-31,0.024619848790466338,0.05987807486761972,0.030277269143197515,0.018696547940990547,27.865517589241698,0.9967093521794543
SME_03757,Technology,4.8,6,2064105.78,3.55,1.22,4.8,0.1203,2.76,211986.19,257886.7,3.6,3,452568.5,0.0851,38506.52,0,1,Medium,Medium,4.0,678,0.007518655283610177,0,2024-09-30,0.015916548408173605,0.03860390132354587,0.03519987129482797,0.02158169654461952,22.157301463024925,0.9378168222434928
SME_03758,Healthcare,16.3,77,10283795.62,1.25,1.04,3.56,0.1144,1.12,949263.27,618500.37,11.1,3,3080481.96,0.0317,97497.51,60,0,Low,High,8.1,682,0.005578872931136412,0,2023-04-30,0.03156438627668371,0.05548860656046874,0.0324309570679129,0.02097087145321949,21.24904679221519,0.8559504400397184
SME_03759,Other Services,17.8,10,796085.52,4.69,0.93,8.65,0.0392,0.55,36400.64,156841.38,7.2,4,327693.78,0.5173,169508.01,0,0,Low,Low,8.9,723,0.007066721460794778,0,2024-10-31,-0.0024318512365618886,0.05629499586269324,0.03385166478859259,0.014819687670918288,27.872443953656187,1.000500405969456
SME_03760,Retail Trade,5.2,45,6450309.53,3.65,1.3,6.61,0.0824,1.4,607058.44,1409871.7,3.6,1,2690233.73,0.3925,1055826.72,0,0,Low,High,7.8,701,0.014899197600588826,0,2024-02-29,0.0289749079021629,0.06025358871416649,0.03420755415740715,0.0171673256091268,24.883245300585088,0.8785029209906745
SME_03761,Retail Trade,4.7,8,993819.04,2.78,0.14,3.18,0.0797,0.54,83535.63,231968.31,2.8,3,355245.68,0.4088,145221.12,0,1,Medium,Medium,8.0,698,0.014394536033016669,0,2022-12-31,-0.0018728922892086476,0.060912089898399926,0.03450420889080864,0.013588923375809081,25.863544535543017,0.923985757772383
SME_03762,Food Services,1.0,1,100000.0,1.52,0.44,2.24,0.1395,1.49,15693.42,11749.01,1.0,6,25377.0,0.0579,1468.9,0,1,Low,Medium,4.9,653,0.014929297700503573,0,2023-10-31,0.021148998146335724,0.06353513418750364,0.03642495556914113,0.022536910140728283,22.381872723888694,0.9468380264727759
SME_03763,Technology,14.7,7,628604.0,1.92,0.88,5.2,0.1309,1.12,92879.0,76031.76,11.5,4,85784.39,0.2251,19311.74,0,2,Low,High,10.0,703,0.002182227685950729,0,2024-02-29,0.0289749079021629,0.06025358871416649,0.03420755415740715,0.0171673256091268,24.883245300585088,0.8785029209906745
SME_03764,Education,6.0,61,5822844.22,2.22,0.81,6.74,0.0486,3.84,260158.91,583617.37,4.9,1,2660540.79,0.4308,1146145.96,0,1,Medium,Medium,7.4,683,0.011776849947874155,0,2024-01-31,0.02895401216336245,0.04909605772087824,0.03168004780130085,0.016194242434756336,21.787052278772908,0.7816991191743621
SME_03765,Retail Trade,4.1,3,133998.15,1.74,0.87,5.7,0.0967,2.15,11558.56,33371.0,2.3,5,28019.0,0.3459,9690.96,0,0,Low,Medium,8.6,694,0.012869195953623853,0,2023-12-31,0.022708583158864096,0.04619820984379244,0.028232429027276892,0.015741330410729816,19.893059443228346,0.7440273448187127
SME_03766,Food Services,1.0,5,855672.24,2.23,1.46,7.32,0.0369,2.58,29763.48,184513.55,1.0,3,124954.73,0.693,86592.29,30,0,Medium,Medium,5.8,634,0.08345402727368988,0,2024-08-31,0.024619848790466338,0.05987807486761972,0.030277269143197515,0.018696547940990547,27.865517589241698,0.9967093521794543
SME_03767,Transportation,1.1,8,365228.02,2.63,0.99,5.44,0.0858,0.63,32915.11,72562.2,1.0,3,178817.05,0.1872,33482.46,0,1,Low,Low,8.0,681,0.017355901772820148,0,2023-12-31,0.022708583158864096,0.04619820984379244,0.028232429027276892,0.015741330410729816,19.893059443228346,0.7440273448187127
SME_03768,Other Services,16.0,22,1854511.53,3.0,1.35,3.11,0.0845,1.49,196811.57,101271.09,11.8,3,892939.04,0.4237,378302.48,0,0,Medium,High,6.8,699,0.006351590228676796,0,2024-09-30,0.015916548408173605,0.03860390132354587,0.03519987129482797,0.02158169654461952,22.157301463024925,0.9378168222434928
SME_03769,Retail Trade,50.0,70,3997237.26,0.69,0.22,8.19,-0.0018,0.86,-8797.68,482669.23,19.1,3,1092528.78,0.7399,808355.5,30,1,Low,Low,3.8,620,0.08124118103289073,0,2024-01-31,0.02895401216336245,0.04909605772087824,0.03168004780130085,0.016194242434756336,21.787052278772908,0.7816991191743621
SME_03770,Professional Services,1.6,6,429944.13,0.85,0.56,3.08,0.0935,0.68,43468.29,62005.52,1.0,6,150877.72,0.2839,42836.01,30,0,Low,Medium,5.4,640,0.03798737101673439,0,2024-05-31,0.034657824834018636,0.05517633942511286,0.03957065105718657,0.014746394670999438,18.814867129049375,0.6613260971441672
SME_03771,Healthcare,15.2,7,588115.47,2.44,0.22,1.14,0.0281,1.48,13389.19,133614.63,7.9,2,118996.18,0.6817,81113.76,0,3,Low,Medium,8.8,620,0.017149731403968416,0,2023-11-30,0.04472161011056566,0.0553360888922595,0.028026805183269686,0.022505520881805113,17.018481254621115,0.7414076186699331
SME_03772,Finance,8.2,1,100000.0,1.07,0.97,2.33,0.0764,1.44,8568.91,13967.24,5.7,1,49766.39,0.1644,8181.05,30,0,High,Medium,6.9,647,0.024057949700639635,0,2023-01-31,0.029522476424876185,0.048656053745884296,0.031114530822760132,0.01823395348490199,18.7152646552971,0.7439932568058387
