company_id,industry,years_established,num_employees,is_public,market_cap,annual_revenue,current_ratio,quick_ratio,cash_ratio,debt_to_equity,debt_to_assets,times_interest_earned,net_profit_margin,roa,roe,asset_turnover,inventory_turnover,operating_cash_flow,free_cash_flow,credit_rating,num_banking_relationships,primary_bank_relationship_years,total_credit_facilities,committed_facilities,utilization_rate,outstanding_debt,geographic_diversification,regulatory_environment,market_position,esg_score,corporate_credit_score,default_probability,is_default,observation_date,gdp_growth,unemployment_rate,interest_rate,credit_spread,vix,macro_risk_factor
CORP_0824,Utilities,6,2798,1,76966511.97,319884919.42,1.1,0.74,0.52,0.35,0.2995,6.2,0.108,-0.0611,-0.0952,0.98,6.95,42937240.94,37483143.04,BBB-,7,3.9,86998965.78,74242606.46,0.2364,17550935.9,Global,Low,Average,38,664,0.04103549976927407,0,2024-06-30,0.06704358967047258,0.04959728125276691,0.0344851812997627,0.015176471367325958,22.5463910957259,0.7758461619374679
CORP_0825,Manufacturing,12,6489,0,0.0,860448882.79,2.31,1.49,1.04,0.8,0.5084,7.77,0.2998,0.1373,0.2669,0.3,6.5,350686930.08,287978587.07,A+,6,6.4,45363193.0,28367563.86,0.3003,8517536.2,Regional,High,Leader,38,830,0.0006999156142591435,0,2024-07-31,0.022210383847610954,0.07195995607594714,0.035192313918469754,0.018493943141637013,26.924499295250627,0.9021123716377477
CORP_0826,Technology,49,737,1,211122627.21,520062793.4,1.96,1.53,1.02,0.67,0.3245,4.52,0.0804,0.1423,0.2754,1.32,10.52,48685913.46,42707049.13,BBB,4,33.5,120629307.89,78272230.82,0.5001,39144776.41,Global,Low,Strong,84,732,0.005457498030652742,0,2023-10-31,0.021148998146335724,0.06353513418750364,0.03642495556914113,0.022536910140728283,22.381872723888694,0.8932096420214415
CORP_0827,Telecommunications,8,7622,1,19258308.12,2040655417.75,1.08,0.91,0.52,0.1,0.097,3.83,0.0939,0.1697,0.1806,2.62,10.71,230949269.78,170560389.93,B+,6,3.0,387416898.65,234528292.25,0.1409,33051130.61,Domestic,Medium,Leader,58,634,0.028673400747331056,0,2023-03-31,0.03381930882865776,0.05095238573501423,0.037311716094907535,0.017794471254576984,22.539948405450666,0.8291414560507036
CORP_0828,Energy,10,72148,1,2864037855.47,35228594180.18,1.21,0.92,0.37,0.2,0.1511,9.36,0.1512,0.1003,0.1228,0.76,9.21,6453028214.6,4101529865.35,BBB+,6,5.6,2293853188.94,1944262005.45,0.1593,309816075.31,Regional,Low,Average,50,757,0.0034012143666121517,0,2024-10-31,-0.0024318512365618886,0.05629499586269324,0.03385166478859259,0.014819687670918288,27.872443953656187,0.8560943715676737
CORP_0829,Manufacturing,5,9381,1,398181187.33,1170836978.16,0.8,0.54,0.3,1.02,0.5726,5.28,0.1939,0.0079,0.0129,1.63,4.79,295633076.84,177984114.32,A+,1,2.0,242915046.22,187542803.68,0.3795,71181506.59,Global,High,Strong,69,761,0.007567431617590293,0,2024-03-31,0.004971122783148704,0.048972192996683074,0.03683184875235978,0.013415258116731322,23.573618147452756,0.778281751303648
CORP_0830,Consumer Goods,8,948,1,39170043.64,228669665.69,0.8,0.55,0.37,0.44,0.3586,11.19,0.2217,0.0791,0.1344,2.98,3.78,55960543.16,34637533.7,BBB,2,2.2,59048819.37,51689584.11,0.4989,25788456.91,Regional,Low,Average,56,732,0.003362808373579711,0,2024-01-31,0.02895401216336245,0.04909605772087824,0.03168004780130085,0.016194242434756336,21.787052278772908,0.7644314135073977
CORP_0831,Manufacturing,15,1504,1,559098015.3,322022672.82,2.58,1.82,0.7,0.28,0.2223,12.7,0.0101,0.1457,0.1911,0.3,3.82,4508557.26,3059356.14,A+,2,9.9,38297588.35,27731020.47,0.1888,5235586.4,Global,Low,Leader,54,850,0.00017761311832287206,0,2024-01-31,0.02895401216336245,0.04909605772087824,0.03168004780130085,0.016194242434756336,21.787052278772908,0.7644314135073977
CORP_0832,Telecommunications,37,3577,1,1923188686.62,520747619.14,2.32,1.77,1.06,0.26,0.2029,9.77,0.0472,0.1937,0.2593,1.11,2.23,33428504.12,21451087.81,BBB+,8,19.1,112756476.41,100122881.15,0.6124,61313641.73,Regional,Medium,Strong,76,789,0.001584146178285001,0,2024-12-31,0.03137899549030157,0.061619466678369796,0.031163845282238388,0.01743900680124196,25.529119466695747,0.8428896528747505
CORP_0833,Technology,5,18228,1,1717765760.74,3197068453.39,1.02,0.83,0.5,0.3,0.209,11.39,0.1847,0.0384,0.0407,1.98,8.04,738176764.81,504580318.26,B+,5,2.7,517204183.07,401946147.58,0.3029,121767572.69,Domestic,Low,Leader,53,644,0.024544144803044968,0,2024-06-30,0.06704358967047258,0.04959728125276691,0.0344851812997627,0.015176471367325958,22.5463910957259,0.7758461619374679
CORP_0834,Manufacturing,81,1784,1,3496950.71,238422931.99,2.85,2.49,1.57,0.43,0.2613,10.05,0.1239,0.0867,0.1447,0.99,5.64,34260269.28,25826869.35,BBB-,4,49.3,35760177.53,27546332.84,0.1145,3154087.93,Regional,Medium,Average,73,743,0.004643526060446538,0,2023-11-30,0.04472161011056566,0.0553360888922595,0.028026805183269686,0.022505520881805113,17.018481254621115,0.7613581933871103
CORP_0835,Healthcare,30,10032,1,107688566.63,1408733587.09,3.71,2.43,1.16,1.61,0.5731,11.51,0.1566,0.0545,0.1189,1.26,3.54,258674641.72,192449310.15,A,7,22.6,372927916.23,308071069.54,0.1074,33079035.36,Regional,Medium,Strong,71,802,0.0014972958229362008,0,2023-01-31,0.029522476424876185,0.048656053745884296,0.031114530822760132,0.01823395348490199,18.7152646552971,0.7410030339756155
CORP_0836,Telecommunications,23,500,1,1015853665.86,56780327.24,1.27,1.12,0.65,2.5,0.7505,6.75,0.0341,0.0413,0.1265,2.06,8.98,2414575.28,1619414.8,BB+,5,8.5,3069275.66,2740026.77,0.1171,320744.55,Regional,Medium,Strong,68,634,0.051863796698234384,0,2023-02-28,0.0339973416877403,0.0529424259359959,0.03363760860686109,0.020316013683670107,24.313820360323206,0.8781585876280772
CORP_0837,Media,11,11803,1,132398438.85,1014906274.06,1.02,0.61,0.29,0.6,0.4386,7.89,0.0862,0.1669,0.2366,1.8,10.13,107926716.84,91763536.0,BBB,4,4.7,164733347.4,105797494.58,0.6046,63966802.7,Regional,High,Leader,69,744,0.0037008310827058273,0,2023-11-30,0.04472161011056566,0.0553360888922595,0.028026805183269686,0.022505520881805113,17.018481254621115,0.7613581933871103
CORP_0838,Energy,8,1728,1,88004492.31,298050809.9,1.5,1.22,0.54,0.46,0.3537,10.14,0.1524,0.1288,0.1791,0.3,3.46,55732817.03,36237813.22,A,7,4.0,37494644.21,27649811.19,0.154,4259028.03,Global,High,Average,70,803,0.0011834553362931406,0,2024-03-31,0.004971122783148704,0.048972192996683074,0.03683184875235978,0.013415258116731322,23.573618147452756,0.778281751303648
CORP_0839,Healthcare,32,1699,1,696501383.08,291553608.33,1.19,1.01,0.62,1.42,0.4865,4.36,0.1067,0.0534,0.1057,1.41,3.66,39218448.98,33300524.5,BBB-,6,24.4,82030019.87,59284299.4,0.0222,1315925.81,Domestic,High,Strong,46,667,0.026287740884563086,0,2023-03-31,0.03381930882865776,0.05095238573501423,0.037311716094907535,0.017794471254576984,22.539948405450666,0.8291414560507036
CORP_0840,Financial Services,54,5491,1,10844769148.57,1579611990.91,1.75,1.47,0.82,1.0,0.4318,10.51,-0.0006,0.0385,0.0799,1.55,8.46,-1307405.72,-945958.62,A+,6,15.2,238608111.9,169366359.62,0.1881,31851392.07,Domestic,Low,Average,79,808,0.0021388597262484354,0,2023-08-31,0.008052395583524479,0.041925163786785305,0.03272494798869057,0.016007742508020287,22.282265607666464,0.775111971024865
CORP_0841,Utilities,32,2923,1,154221121.26,1764149933.78,0.8,0.58,0.24,0.37,0.2345,6.67,0.1296,0.1263,0.1826,1.11,5.55,258037174.77,166523577.11,BB+,4,20.1,157629286.77,123504501.02,0.2908,35909958.73,Global,Medium,Strong,67,690,0.006302770552289178,0,2023-05-31,0.012513726520533543,0.07334920130649732,0.031140998862503978,0.01711559471502375,24.577554413233425,0.8220648219250999
CORP_0842,Healthcare,90,28738,1,1610110234.12,5828766106.91,1.82,1.23,0.49,0.71,0.3538,12.17,0.0401,0.1683,0.275,1.95,2.0,262801672.45,171004802.74,A-,4,37.1,639916310.92,442921402.1,0.3082,136489589.55,Regional,Medium,Average,64,812,0.0006009997336198879,0,2023-06-30,0.02377519410809946,0.039892130560106355,0.03647305790619906,0.021222648848562054,23.21827868605176,0.8876763336936222
CORP_0843,Transportation,20,4320,0,0.0,148692219.74,3.2,1.93,1.12,0.18,0.1431,10.4,0.1335,0.0837,0.1107,0.36,18.28,27568380.58,24491362.16,A+,2,6.5,10827753.48,6847729.7,0.2106,1442354.22,Regional,Low,Strong,63,846,0.0008423485200829399,0,2024-09-30,0.015916548408173605,0.03860390132354587,0.03519987129482797,0.02158169654461952,22.157301463024925,0.8690131623605147
CORP_0844,Energy,5,613,0,0.0,197507678.42,4.0,3.14,1.78,0.95,0.5574,9.38,0.1402,0.1191,0.2768,2.64,2.34,36360101.09,23376560.47,BB+,9,2.0,11416188.6,7128598.7,0.2773,1976570.82,Global,Medium,Weak,63,692,0.014784375693522568,0,2023-06-30,0.02377519410809946,0.039892130560106355,0.03647305790619906,0.021222648848562054,23.21827868605176,0.8876763336936222
CORP_0845,Energy,18,4810,0,0.0,3652445431.64,2.36,1.62,0.55,0.18,0.1776,6.87,0.2161,0.0427,0.0443,2.3,5.51,895274906.71,774612318.44,BB,3,5.6,1022978735.15,788399986.61,0.0709,55870904.74,Regional,Low,Leader,69,681,0.03446938327024845,0,2023-10-31,0.021148998146335724,0.06353513418750364,0.03642495556914113,0.022536910140728283,22.381872723888694,0.8932096420214415
CORP_0846,Telecommunications,11,3604,1,470587237.93,1682127370.99,0.97,0.75,0.47,0.17,0.1736,6.83,0.1275,0.0035,0.0036,0.3,2.96,258284922.71,159487685.53,B+,7,8.4,158874076.43,136934327.15,0.2175,29778046.95,Regional,Low,Average,30,603,0.1436358553490009,0,2023-05-31,0.012513726520533543,0.07334920130649732,0.031140998862503978,0.01711559471502375,24.577554413233425,0.8220648219250999
CORP_0847,Consumer Goods,6,12682,1,1319761764.82,1503391073.95,0.84,0.56,0.26,1.0,0.5021,6.62,0.1887,-0.0109,-0.0231,0.3,9.14,388089837.79,299734672.58,BB+,9,2.3,400069925.8,249884435.05,0.173,43223544.03,Domestic,Low,Weak,68,625,0.1049615215056976,1,2023-10-31,0.021148998146335724,0.06353513418750364,0.03642495556914113,0.022536910140728283,22.381872723888694,0.8932096420214415
CORP_0848,Real Estate,40,500,1,1249440422.15,63052060.92,0.8,0.53,0.3,0.43,0.3453,2.99,0.0595,0.1232,0.1673,0.56,2.81,4140725.49,3410312.23,BBB+,5,27.4,12122252.0,7738367.13,0.0743,574897.6,Global,Low,Average,67,726,0.009534907686547887,0,2024-10-31,-0.0024318512365618886,0.05629499586269324,0.03385166478859259,0.014819687670918288,27.872443953656187,0.8560943715676737
CORP_0849,Healthcare,9,1038,0,0.0,237925145.46,1.96,1.49,0.57,0.59,0.3598,9.86,0.1722,-0.0703,-0.0903,0.8,16.1,57317418.84,48629222.52,AA,2,3.2,26868512.0,17364854.51,0.3953,6864473.99,Global,Medium,Strong,44,829,0.0014339239050357448,0,2023-01-31,0.029522476424876185,0.048656053745884296,0.031114530822760132,0.01823395348490199,18.7152646552971,0.7410030339756155
CORP_0850,Healthcare,5,2672,0,0.0,559788008.02,0.8,0.49,0.2,0.58,0.3945,5.46,0.2604,0.0293,0.0481,0.48,5.44,173817875.86,139004833.23,AA+,8,3.3,165837897.77,137718690.14,0.2064,28429420.97,Domestic,Low,Weak,44,815,0.001902608128590841,0,2023-11-30,0.04472161011056566,0.0553360888922595,0.028026805183269686,0.022505520881805113,17.018481254621115,0.7613581933871103
CORP_0851,Manufacturing,90,3527,1,5654478775.89,808323490.91,1.18,0.93,0.29,0.12,0.1071,6.3,0.1395,0.0482,0.0517,0.73,5.36,125794741.36,76435000.59,AA+,5,66.5,234469575.32,200283159.07,0.2449,49046170.37,Global,High,Average,64,850,0.0009151334584947225,0,2023-01-31,0.029522476424876185,0.048656053745884296,0.031114530822760132,0.01823395348490199,18.7152646552971,0.7410030339756155
CORP_0852,Technology,12,1500,1,163729109.29,229189883.84,2.18,1.58,1.06,0.62,0.3672,9.64,0.193,0.0374,0.066,1.06,6.41,52682907.94,37069869.21,B+,3,9.1,66534344.97,55388967.45,0.1389,7694492.69,Global,Low,Leader,53,642,0.038819828722727524,0,2023-05-31,0.012513726520533543,0.07334920130649732,0.031140998862503978,0.01711559471502375,24.577554413233425,0.8220648219250999
CORP_0853,Energy,8,1648,0,0.0,882573002.16,1.03,0.91,0.62,0.58,0.3999,26.5,-0.032,0.1272,0.2124,0.3,4.14,-33740894.74,-29117239.39,BB+,10,2.4,197966883.33,147254180.67,0.3475,51166165.88,Regional,High,Weak,49,705,0.003250908265106421,0,2023-03-31,0.03381930882865776,0.05095238573501423,0.037311716094907535,0.017794471254576984,22.539948405450666,0.8291414560507036
CORP_0854,Energy,5,2932,1,881292245.87,427223419.99,1.54,1.14,0.74,0.35,0.233,7.6,0.0669,-0.0187,-0.0295,1.66,8.29,36338795.33,26534544.01,BBB-,6,2.5,57357763.65,44539123.94,0.3813,16983670.74,Regional,Medium,Average,74,683,0.044369150662230426,0,2024-11-30,0.03358124784374646,0.0495073889541218,0.03691107179328709,0.02042833664313584,23.252654847146324,0.8785246560659119
CORP_0855,Manufacturing,32,1541,1,833356337.54,463939316.02,0.8,0.66,0.27,0.63,0.413,12.47,0.2921,0.0292,0.0396,0.6,8.21,157380526.45,121680122.19,AA-,3,21.6,72005564.53,56053481.12,0.1976,11073546.14,Domestic,Low,Average,58,830,0.0007827244041900292,0,2024-10-31,-0.0024318512365618886,0.05629499586269324,0.03385166478859259,0.014819687670918288,27.872443953656187,0.8560943715676737
CORP_0856,Technology,59,1986,1,1325520742.82,952491123.72,1.37,1.17,0.74,0.61,0.4119,5.41,0.1303,0.0779,0.1184,1.8,5.35,164221742.4,115288556.56,AA+,2,35.3,280535473.06,240339771.88,0.1532,36817584.92,Regional,Low,Strong,63,850,0.0005581881534278527,0,2024-07-31,0.022210383847610954,0.07195995607594714,0.035192313918469754,0.018493943141637013,26.924499295250627,0.9021123716377477
CORP_0857,Healthcare,47,25287,1,72837578.77,16032566788.68,0.91,0.6,0.24,1.13,0.4872,3.45,0.094,0.1485,0.3563,2.15,5.49,2099306295.9,1828401442.38,A+,5,26.0,1962217887.28,1216481711.45,0.5092,619485329.51,Regional,Medium,Average,73,782,0.0018943937552686068,0,2024-06-30,0.06704358967047258,0.04959728125276691,0.0344851812997627,0.015176471367325958,22.5463910957259,0.7758461619374679
CORP_0858,Financial Services,43,5450,0,0.0,2928962129.84,1.77,1.28,0.44,0.24,0.1713,9.07,0.128,0.0444,0.0621,1.43,7.93,517827375.88,385068726.95,AA-,4,20.3,445842548.47,367250547.4,0.246,90344002.08,Regional,High,Weak,94,820,0.0023729845580406366,0,2024-05-31,0.034657824834018636,0.05517633942511286,0.03957065105718657,0.014746394670999438,18.814867129049375,0.732630294168414
CORP_0859,Real Estate,34,4221,0,0.0,639661594.39,2.51,1.55,0.67,0.46,0.3617,11.04,0.2541,0.1071,0.1462,2.86,8.26,214810571.59,173205844.45,BBB+,4,13.6,104721298.62,93253280.72,0.1387,12932844.47,Regional,Medium,Strong,95,784,0.001901888757142362,0,2023-12-31,0.022708583158864096,0.04619820984379244,0.028232429027276892,0.015741330410729816,19.893059443228346,0.7088330920178042
CORP_0860,Financial Services,83,1345,1,351118355.21,892840583.25,1.09,0.9,0.48,0.45,0.3324,14.37,0.1044,0.1074,0.1664,0.51,7.33,128756321.56,79235838.38,BBB+,5,48.0,148056909.62,115937727.8,0.1423,16498669.87,Regional,High,Average,63,791,0.0005505507453738288,0,2024-04-30,0.03469556917918611,0.05654511409480706,0.04265661301752087,0.015071299865287758,23.89563209058569,0.8376130979100156
CORP_0861,Manufacturing,101,765,1,692144453.95,116166035.73,2.35,1.92,1.01,0.31,0.2326,15.84,0.1249,0.0923,0.1296,0.7,3.39,17558163.77,12822075.89,BBB-,5,42.9,25873784.42,18446508.2,0.2207,4071084.33,Regional,Medium,Strong,77,775,0.0008983211556218963,0,2024-05-31,0.034657824834018636,0.05517633942511286,0.03957065105718657,0.014746394670999438,18.814867129049375,0.732630294168414
CORP_0862,Technology,15,1351,1,316052762.69,495009660.27,1.27,1.09,0.44,0.42,0.3162,9.26,0.2235,0.0786,0.1182,2.41,5.8,149450850.78,118624793.12,BBB+,9,8.5,125521134.75,82531366.95,0.1463,12076007.99,Regional,Low,Average,69,749,0.004160895659767739,0,2023-02-28,0.0339973416877403,0.0529424259359959,0.03363760860686109,0.020316013683670107,24.313820360323206,0.8781585876280772
CORP_0863,Healthcare,18,1644,0,0.0,419874146.3,1.23,0.74,0.37,0.22,0.2004,5.95,0.0819,0.0285,0.0366,0.32,5.07,43825927.36,34319712.92,AA,5,5.5,41150946.21,26503163.84,0.2534,6714717.0,Regional,Low,Average,69,826,0.0014705974097316856,0,2023-03-31,0.03381930882865776,0.05095238573501423,0.037311716094907535,0.017794471254576984,22.539948405450666,0.8291414560507036
CORP_0864,Manufacturing,11,5581,0,0.0,1282130137.69,0.8,0.53,0.21,1.0,0.4477,11.68,0.108,0.0698,0.1152,1.69,3.23,184205801.12,161146404.61,A-,10,2.5,90318809.59,59712038.67,0.628,37496648.14,Regional,Medium,Leader,65,777,0.0015884292835369254,0,2024-05-31,0.034657824834018636,0.05517633942511286,0.03957065105718657,0.014746394670999438,18.814867129049375,0.732630294168414
CORP_0865,Financial Services,40,16286,0,0.0,5827483425.83,2.07,1.54,0.95,1.02,0.5686,4.84,0.0854,0.0379,0.0859,0.3,3.09,669795674.29,576598080.21,BBB,6,21.5,728300089.36,578607507.56,0.1233,71367879.85,Regional,Medium,Average,42,700,0.025317747958027586,0,2024-04-30,0.03469556917918611,0.05654511409480706,0.04265661301752087,0.015071299865287758,23.89563209058569,0.8376130979100156
CORP_0866,Utilities,84,736,1,1393270213.19,88202468.68,4.0,3.58,2.24,0.46,0.3474,11.34,0.1606,0.0647,0.0872,2.31,14.37,17242441.41,14580543.81,AA-,6,41.1,24349717.72,15854155.6,0.3755,5952529.74,Global,Medium,Weak,71,850,0.0006540492966412093,0,2023-08-31,0.008052395583524479,0.041925163786785305,0.03272494798869057,0.016007742508020287,22.282265607666464,0.775111971024865
CORP_0867,Energy,8,3251,1,718999623.85,1157738052.86,0.91,0.71,0.34,0.44,0.2477,9.0,0.1354,0.1408,0.229,0.78,3.57,173075399.71,113850688.83,A+,4,2.0,310721474.9,267650078.86,0.1167,31237575.94,Regional,Low,Strong,47,820,0.0009391051507397363,0,2024-05-31,0.034657824834018636,0.05517633942511286,0.03957065105718657,0.014746394670999438,18.814867129049375,0.732630294168414
CORP_0868,Consumer Goods,5,2488,0,0.0,587634614.1,1.14,0.73,0.31,2.5,0.8,4.23,0.2085,0.1309,0.4304,0.45,14.97,146922063.8,96261878.27,AA+,4,3.6,55266481.83,47980797.54,0.4075,19551485.05,Global,High,Strong,73,814,0.0007340636294996206,0,2024-12-31,0.03137899549030157,0.061619466678369796,0.031163845282238388,0.01743900680124196,25.529119466695747,0.8428896528747505
CORP_0869,Consumer Goods,83,600,1,855185356.91,77086425.6,1.17,0.83,0.58,0.48,0.2886,11.1,0.2018,0.168,0.2798,0.81,12.62,21520228.47,13311845.0,BBB+,2,49.5,8148872.3,5795370.9,0.2852,1653014.15,Regional,Medium,Strong,80,789,0.0011661919237207388,0,2023-12-31,0.022708583158864096,0.04619820984379244,0.028232429027276892,0.015741330410729816,19.893059443228346,0.7088330920178042
CORP_0870,Manufacturing,9,1350,1,1657633019.65,183275455.9,1.27,1.03,0.32,1.0,0.5877,9.11,0.0803,0.0442,0.0904,0.3,2.87,18545806.82,13898142.06,AA-,6,7.2,24137949.59,20716030.53,0.3611,7480034.84,Global,Low,Average,85,808,0.00198743957395965,0,2023-02-28,0.0339973416877403,0.0529424259359959,0.03363760860686109,0.020316013683670107,24.313820360323206,0.8781585876280772
CORP_0871,Energy,15,3273,1,2322225289.38,1147030307.06,0.95,0.72,0.33,0.99,0.5885,6.48,0.1086,0.0564,0.1188,2.8,4.76,152876839.08,116960862.79,A-,8,8.1,202637654.04,159441126.46,0.2021,32218460.11,Global,Low,Leader,62,751,0.00766500573441064,0,2023-04-30,0.03156438627668371,0.05548860656046874,0.0324309570679129,0.02097087145321949,21.24904679221519,0.83086863700811
CORP_0872,Transportation,67,528,1,3719241664.97,87259067.82,0.86,0.73,0.49,2.16,0.7412,1.91,0.0251,0.0771,0.2567,0.92,2.02,2668825.36,1805625.03,AA-,10,34.8,5786840.53,4890326.84,0.282,1379131.78,Regional,Low,Average,66,763,0.005822427802054231,0,2024-03-31,0.004971122783148704,0.048972192996683074,0.03683184875235978,0.013415258116731322,23.573618147452756,0.778281751303648
CORP_0873,Manufacturing,5,4129,1,2074369584.91,1011111125.51,0.87,0.59,0.29,1.13,0.5157,4.37,0.1621,0.0844,0.2084,2.33,5.96,228858421.73,191069039.23,A+,7,2.0,183836217.03,153983122.53,0.195,30019329.15,Domestic,Medium,Strong,54,770,0.0031535703683539485,0,2023-09-30,0.014007855245148668,0.051049755157718146,0.03290699334585797,0.01621598019368359,29.349076495171758,0.896925944554073
CORP_0874,Energy,26,12052,1,765565747.96,1224968232.48,1.31,0.86,0.43,0.72,0.3392,19.73,0.2698,0.1129,0.1827,0.3,9.02,422033140.3,259870846.19,BBB+,4,5.6,263091831.23,236288195.27,0.4374,103341236.93,Regional,Medium,Weak,75,766,0.001362115743069259,0,2023-09-30,0.014007855245148668,0.051049755157718146,0.03290699334585797,0.01621598019368359,29.349076495171758,0.896925944554073
CORP_0875,Consumer Goods,11,1827,1,35346560.82,691513553.14,1.03,0.77,0.32,0.61,0.307,9.12,0.186,0.1899,0.3411,0.3,3.93,154253406.54,118716160.06,BBB-,12,2.6,200191127.33,150035955.36,0.5534,83024182.97,Regional,Low,Leader,79,730,0.0028145281215272307,0,2024-04-30,0.03469556917918611,0.05654511409480706,0.04265661301752087,0.015071299865287758,23.89563209058569,0.8376130979100156
CORP_0876,Healthcare,21,1541,1,987474823.46,384669046.84,0.8,0.68,0.24,0.61,0.3215,10.31,0.0122,0.1074,0.1824,0.81,11.77,6362071.04,5596837.48,BBB+,1,15.5,53560417.0,44012835.48,0.2286,10060542.29,Regional,High,Strong,49,758,0.001628951619035323,0,2023-07-31,0.0199449965378128,0.060318652951567533,0.03648197571268648,0.024912627018436127,27.01983447040821,1.006429858346778
CORP_0877,Aerospace,78,1919,1,29761679761.08,332267304.71,0.8,0.52,0.17,0.17,0.1279,3.16,0.0356,0.0717,0.0747,1.1,3.31,15607311.09,12087556.33,A-,1,53.1,72859982.48,56158556.9,0.2008,11278148.99,Global,Medium,Strong,74,755,0.007848346943588243,0,2024-01-31,0.02895401216336245,0.04909605772087824,0.03168004780130085,0.016194242434756336,21.787052278772908,0.7644314135073977
CORP_0878,Energy,25,705,1,610870719.57,322448032.27,0.8,0.71,0.43,1.14,0.611,5.74,0.136,0.1504,0.3619,1.52,2.0,52666932.51,36879285.1,A,3,17.8,37366336.28,24984470.53,0.2488,6215703.73,Domestic,Medium,Strong,70,773,0.0029922958643745484,0,2023-09-30,0.014007855245148668,0.051049755157718146,0.03290699334585797,0.01621598019368359,29.349076495171758,0.896925944554073
CORP_0879,Technology,5,4413,1,310767264.64,1436035679.75,0.8,0.66,0.33,0.92,0.4471,4.33,0.1217,0.1009,0.2246,1.8,3.78,229028546.01,188528648.26,BBB-,3,2.0,134881607.4,119574548.71,0.1157,13834308.51,Regional,Medium,Strong,61,677,0.010281011260139836,0,2023-10-31,0.021148998146335724,0.06353513418750364,0.03642495556914113,0.022536910140728283,22.381872723888694,0.8932096420214415
CORP_0880,Financial Services,8,1324,0,0.0,1003781724.85,2.13,1.88,1.3,0.66,0.3415,5.66,0.1505,0.037,0.0586,0.74,8.05,172211142.37,117184988.91,AA-,3,2.1,81720239.86,64114366.94,0.2849,18264704.74,Global,Low,Strong,84,810,0.0027312327094816484,0,2023-11-30,0.04472161011056566,0.0553360888922595,0.028026805183269686,0.022505520881805113,17.018481254621115,0.7613581933871103
CORP_0881,Energy,21,2343,1,1314355922.87,479346057.6,0.8,0.69,0.31,0.61,0.4427,1.98,0.0541,0.0864,0.1521,0.74,9.28,34830308.41,30444095.37,A+,4,11.9,57070145.56,39662071.28,0.2377,9426411.08,Domestic,Medium,Average,76,767,0.004734653359592231,0,2023-05-31,0.012513726520533543,0.07334920130649732,0.031140998862503978,0.01711559471502375,24.577554413233425,0.8220648219250999
CORP_0882,Technology,16,3145,0,0.0,2758635794.72,2.09,1.54,0.56,0.87,0.466,10.05,0.0714,0.0496,0.1022,0.79,7.92,238267777.54,149153497.19,BB,5,4.0,140126010.01,97439975.37,0.3617,35243698.11,Global,High,Leader,83,681,0.014830510520998597,0,2024-10-31,-0.0024318512365618886,0.05629499586269324,0.03385166478859259,0.014819687670918288,27.872443953656187,0.8560943715676737
CORP_0883,Financial Services,78,1362,0,0.0,242746930.57,1.53,1.18,0.58,0.19,0.183,3.12,0.1233,-0.0416,-0.0457,0.3,5.16,38078156.42,33716876.08,AA+,1,30.1,27909752.84,20228934.95,0.2892,5850199.58,Global,Low,Strong,88,839,0.002514027048016832,0,2024-11-30,0.03358124784374646,0.0495073889541218,0.03691107179328709,0.02042833664313584,23.252654847146324,0.8785246560659119
CORP_0884,Healthcare,5,723,0,0.0,253541234.46,1.64,1.08,0.48,1.07,0.5895,6.45,0.0562,0.1179,0.2433,1.15,8.39,18892314.93,14978717.11,A,4,2.4,42416954.97,29295515.86,0.2645,7748745.35,Global,Medium,Average,68,771,0.0018678883882642721,0,2023-05-31,0.012513726520533543,0.07334920130649732,0.031140998862503978,0.01711559471502375,24.577554413233425,0.8220648219250999
CORP_0885,Financial Services,70,3397,1,789890483.03,984506451.48,1.08,0.91,0.44,1.18,0.4708,9.09,-0.0744,0.0949,0.2461,0.58,3.31,-95763273.39,-81231017.6,BB+,4,16.8,221272255.38,194344187.77,0.0859,16694397.18,Regional,High,Strong,57,690,0.008839426606637306,0,2024-06-30,0.06704358967047258,0.04959728125276691,0.0344851812997627,0.015176471367325958,22.5463910957259,0.7758461619374679
CORP_0886,Consumer Goods,5,7477,0,0.0,2860193531.17,0.8,0.57,0.25,2.4,0.6066,9.84,0.139,-0.0367,-0.1433,1.74,10.87,443133568.64,278392169.11,A+,9,3.8,559888296.39,385938281.76,0.1726,66603184.13,Regional,High,Average,60,742,0.008342473527657109,0,2024-05-31,0.034657824834018636,0.05517633942511286,0.03957065105718657,0.014746394670999438,18.814867129049375,0.732630294168414
CORP_0887,Telecommunications,11,10662,1,158614286.69,1598892521.62,1.74,1.39,0.58,1.12,0.6181,3.86,0.1539,0.2176,0.4272,1.16,13.48,280415216.74,180764372.37,A+,7,5.8,438861820.63,287361458.87,0.5487,157667041.51,Regional,Low,Strong,49,791,0.0017636106410432715,0,2023-10-31,0.021148998146335724,0.06353513418750364,0.03642495556914113,0.022536910140728283,22.381872723888694,0.8932096420214415
CORP_0888,Utilities,12,557,1,167752995.76,67865745.09,2.33,1.68,0.84,0.1,0.0878,10.88,0.1308,-0.0157,-0.0169,0.3,3.43,11708319.6,9994478.28,AA,6,5.4,17212771.64,14672309.62,0.1172,1719114.7,Regional,Low,Strong,71,850,0.0006461877085120565,0,2023-09-30,0.014007855245148668,0.051049755157718146,0.03290699334585797,0.01621598019368359,29.349076495171758,0.896925944554073
